Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
18149,1.110,High Fat Diet,415.2231,2.721,210,CCMSLIB00010234755,"""Candidate Pentahydroxylated bile acid (delta mass -26.061; sirius atomic difference: -1C, -10H, 2N, -2O; buddy atomic difference: -1C, -10H, 2N, -2O)""",M+H,NA
28796,1.109,High Fat Diet,400.2813,4.938,NA,NA,NA,NA,NA
26176,1.109,Regular chow,345.0366,4.315,NA,NA,NA,NA,NA
1056,1.109,High Fat Diet,155.0430,0.244,NA,NA,NA,NA,NA
10617,1.109,High Fat Diet,139.0760,1.675,90,NA,NA,NA,NA
16751,1.108,High Fat Diet,674.3495,2.477,NA,NA,NA,NA,NA
1933,1.108,Regular chow,112.0509,0.313,332,NA,NA,NA,NA
36904,1.108,Regular chow,532.4724,6.834,384,NA,NA,NA,NA
7676,1.108,Regular chow,351.1666,1.292,NA,NA,NA,NA,NA
29994,1.108,Regular chow,599.3953,5.203,NA,NA,NA,NA,NA
2006,1.108,Regular chow,166.1210,0.333,332,NA,NA,NA,NA
22183,1.108,High Fat Diet,430.3168,3.452,NA,NA,NA,NA,NA
16250,1.108,Regular chow,428.2186,2.424,NA,NA,NA,NA,NA
20732,1.107,High Fat Diet,353.1961,3.166,57,NA,NA,NA,NA
5670,1.107,Regular chow,325.1512,0.905,NA,NA,NA,NA,NA
1017,1.107,High Fat Diet,178.0091,0.242,188,NA,NA,NA,NA
21612,1.106,High Fat Diet,361.2012,3.342,NA,NA,NA,NA,NA
2780,1.106,Regular chow,301.6660,0.452,358,NA,NA,NA,NA
29459,1.106,High Fat Diet,454.2935,5.085,NA,CCMSLIB00003139689,Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,M+H,NA
26001,1.106,High Fat Diet,431.3173,4.258,NA,CCMSLIB00010232093,"""Candidate Dihydroxylated bile acid (delta mass 38.0158; sirius atomic difference: 3C, 2H; buddy atomic difference: 3C, 2H)""",M+H,Dihydroxylated bile acid_propionic acid [M-H2O+H]+
13975,1.106,High Fat Diet,445.2663,2.100,NA,NA,NA,NA,NA
21861,1.105,High Fat Diet,344.2231,3.394,NA,NA,NA,NA,NA
7203,1.105,High Fat Diet,267.6380,1.165,NA,NA,NA,NA,NA
15275,1.104,High Fat Diet,297.1818,2.278,803,NA,NA,NA,NA
27960,1.104,High Fat Diet,796.5730,4.762,702,NA,NA,NA,NA
23185,1.104,High Fat Diet,213.6123,3.629,364,NA,NA,NA,NA
1500,1.104,High Fat Diet,144.0283,0.283,NA,NA,NA,NA,NA
29147,1.104,Regular chow,353.2683,5.055,159,NA,NA,NA,NA
7855,1.104,Regular chow,263.1419,1.411,NA,CCMSLIB00003137900,Spectral Match to Ile-Met from NIST14,M+H,NA
21164,1.103,High Fat Diet,349.2011,3.251,NA,NA,NA,NA,NA
17240,1.103,Regular chow,690.3392,2.578,NA,NA,NA,NA,NA
6045,1.103,Regular chow,211.1448,1.006,NA,NA,NA,NA,NA
6362,1.103,High Fat Diet,451.2473,1.096,NA,NA,NA,NA,NA
26124,1.102,High Fat Diet,339.6753,4.303,786,CCMSLIB00010251202,Candidate Dihydroxylated bile acid (delta mass -53.6266),M+H,NA
5178,1.102,Regular chow,274.1766,0.946,NA,CCMSLIB00003134519,Spectral Match to Val-Gly-Val from NIST14,M+H,NA
24726,1.102,High Fat Diet,479.2739,4.002,NA,NA,NA,NA,NA
17517,1.102,High Fat Diet,508.2921,2.586,NA,NA,NA,NA,NA
21961,1.101,High Fat Diet,293.1748,3.378,862,NA,NA,NA,NA
22837,1.101,Regular chow,295.1896,3.564,13,NA,NA,NA,NA
7059,1.101,Regular chow,382.1984,1.191,NA,NA,NA,NA,NA
19974,1.101,Regular chow,283.1542,3.039,293,NA,NA,NA,NA
22936,1.101,High Fat Diet,390.2859,3.572,NA,NA,NA,NA,NA
3362,1.101,Regular chow,137.0464,0.407,NA,NA,NA,NA,NA
20824,1.101,High Fat Diet,623.3456,3.194,NA,NA,NA,NA,NA
4345,1.101,Regular chow,320.1644,0.680,NA,NA,NA,NA,NA
1273,1.101,High Fat Diet,244.0796,0.261,NA,NA,NA,NA,NA
6026,1.100,High Fat Diet,279.1694,0.930,NA,CCMSLIB00003134995,Spectral Match to Leu-Phe from NIST14,M+H,NA
22166,1.100,High Fat Diet,259.1696,3.427,142,NA,NA,NA,NA
33435,1.100,High Fat Diet,343.3003,5.742,726,NA,NA,NA,NA
14438,1.100,High Fat Diet,493.7828,2.136,NA,NA,NA,NA,NA
21802,1.100,High Fat Diet,408.3113,3.375,NA,CCMSLIB00010235992,"""Candidate Trihydroxylated bile acid (delta mass -0.982; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
29110,1.100,High Fat Diet,299.2009,5.010,230,NA,NA,NA,NA
9994,1.099,Regular chow,321.1760,1.638,597,NA,NA,NA,NA
25211,1.099,High Fat Diet,414.2851,4.099,NA,NA,NA,NA,NA
13566,1.099,Regular chow,370.1947,2.041,NA,NA,NA,NA,NA
6320,1.098,High Fat Diet,401.7012,1.084,NA,NA,NA,NA,NA
31027,1.098,High Fat Diet,514.3792,5.392,NA,CCMSLIB00010223479,"""Candidate Trihydroxylated bile acid (delta mass 105.0839; buddy atomic difference: 2C, 11H, 5N, -2O, 1S)""",M+H,NA
37302,1.097,High Fat Diet,817.2780,6.929,NA,NA,NA,NA,NA
30254,1.097,Regular chow,423.3292,5.225,526,NA,NA,NA,NA
28437,1.096,Regular chow,485.3272,4.884,NA,CCMSLIB00010224995,"""Candidate Trihydroxylated bile acid (delta mass 76.0321; sirius atomic difference: 6C, 4H; buddy atomic difference: 6C, 4H)""",M+H,Trihydroxylated bile acid_sorbic acid [M-H2O+H]+
28385,1.096,High Fat Diet,435.3668,4.856,268,NA,NA,NA,NA
28934,1.096,Regular chow,349.1999,4.965,71,NA,NA,NA,NA
6916,1.095,Regular chow,217.1550,1.170,NA,NA,NA,NA,NA
23082,1.095,Regular chow,456.2495,3.604,NA,NA,NA,NA,NA
17491,1.094,High Fat Diet,494.7967,2.613,NA,NA,NA,NA,NA
8056,1.094,High Fat Diet,358.5096,1.384,NA,NA,NA,NA,NA
31197,1.094,Regular chow,249.2580,5.421,40,CCMSLIB00003135120,"Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14",M+H-H2O,NA
30131,1.094,High Fat Diet,532.3392,5.220,392,CCMSLIB00003136925,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
20349,1.093,Regular chow,390.2856,3.124,NA,NA,NA,NA,NA
9787,1.093,High Fat Diet,372.7177,1.597,NA,NA,NA,NA,NA
6041,1.093,Regular chow,357.2139,1.026,NA,NA,NA,NA,NA
26091,1.093,High Fat Diet,655.2772,4.299,NA,NA,NA,NA,NA
21530,1.092,Regular chow,397.2569,3.388,NA,NA,NA,NA,NA
21798,1.092,Regular chow,207.0658,3.390,2,NA,NA,NA,NA
26436,1.092,High Fat Diet,340.6720,4.376,NA,NA,NA,NA,NA
27436,1.092,Regular chow,347.2796,4.590,NA,NA,NA,NA,NA
18243,1.092,High Fat Diet,196.1341,2.733,NA,NA,NA,NA,NA
26511,1.092,High Fat Diet,482.2943,4.396,NA,CCMSLIB00010225319,"""Candidate Dihydroxylated bile acid (delta mass 88.9932; buddy atomic difference: 6C, -5H, 5N, -3O; spectral library match to CCMSLIB00005435582, taurohyodeoxycholic acid)""",M+H,Dihydroxylated bile acid_4-methyl-5-thiazoleethanol [M-2H2O+H]+
30666,1.092,Regular chow,358.2594,5.337,816,CCMSLIB00010248201,"""Candidate Monohydroxylated bile acid (delta mass -19.046; sirius atomic difference: -5C, -5H, 1N, 2O; buddy atomic difference: -5C, -5H, 1N, 2O)""",M+H,NA
23568,1.091,High Fat Diet,336.2248,3.697,NA,NA,NA,NA,NA
28062,1.091,High Fat Diet,303.1959,4.767,NA,NA,NA,NA,NA
16635,1.091,Regular chow,425.2163,2.485,311,NA,NA,NA,NA
6417,1.091,Regular chow,198.1247,1.071,NA,NA,NA,NA,NA
21625,1.091,Regular chow,527.2343,3.342,NA,NA,NA,NA,NA
30950,1.091,Regular chow,258.1855,5.372,NA,NA,NA,NA,NA
3614,1.090,Regular chow,204.1433,0.582,576,NA,NA,NA,NA
4084,1.090,Regular chow,326.2080,0.618,NA,NA,NA,NA,NA
6204,1.089,High Fat Diet,331.0456,1.044,NA,NA,NA,NA,NA
24840,1.089,High Fat Diet,352.2488,4.033,NA,NA,NA,NA,NA
17315,1.089,High Fat Diet,599.8308,2.559,NA,NA,NA,NA,NA
17021,1.088,High Fat Diet,278.1604,2.538,NA,NA,NA,NA,NA
36846,1.088,Regular chow,840.1281,6.820,NA,NA,NA,NA,NA
23883,1.088,High Fat Diet,315.1958,3.926,447,CCMSLIB00012443097,42895-58-9,[M+H-H2O]+,NA
3265,1.088,Regular chow,390.1871,0.527,NA,NA,NA,NA,NA
22675,1.088,High Fat Diet,381.1894,3.526,NA,NA,NA,NA,NA
21307,1.087,Regular chow,556.3307,3.287,NA,CCMSLIB00010222058,"""Candidate Trihydroxylated bile acid (delta mass 147.0353; sirius atomic difference: 5C, 9H, 1N, 2O, 1S; buddy atomic difference: 9C, 1H, 5N, -2O)""",M+H,Trihydroxylated bile acid_4-pyridoxic acid [M-H2O+H]+
6211,1.087,High Fat Diet,376.1714,1.049,NA,NA,NA,NA,NA
12136,1.086,Regular chow,479.7652,1.896,NA,NA,NA,NA,NA
31437,1.086,Regular chow,207.1750,5.454,137,NA,NA,NA,NA
16098,1.086,High Fat Diet,639.3273,2.392,NA,NA,NA,NA,NA
34035,1.086,High Fat Diet,810.6004,5.791,76,CCMSLIB00003138207,"Spectral Match to 1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14",M+H,NA
5613,1.085,Regular chow,196.1216,0.979,NA,NA,NA,NA,NA
17487,1.085,High Fat Diet,864.9022,2.624,245,NA,NA,NA,NA
22734,1.084,High Fat Diet,382.2234,3.524,NA,NA,NA,NA,NA
17637,1.084,Regular chow,281.1750,2.629,NA,NA,NA,NA,NA
18382,1.083,High Fat Diet,484.2773,2.746,NA,NA,NA,NA,NA
12893,1.083,High Fat Diet,568.2919,1.991,NA,NA,NA,NA,NA
32011,1.083,High Fat Diet,563.3924,5.570,NA,NA,NA,NA,NA
26945,1.083,High Fat Diet,481.3892,4.475,NA,CCMSLIB00010225403,"""Candidate Trihydroxylated bile acid (delta mass 72.0939; buddy atomic difference: 5C, 12H)""",M+H,NA
20085,1.083,High Fat Diet,180.1024,3.051,NA,NA,NA,NA,NA
20329,1.082,High Fat Diet,368.2798,3.033,NA,NA,NA,NA,NA
21512,1.082,Regular chow,431.1820,3.321,NA,NA,NA,NA,NA
12615,1.082,Regular chow,403.2194,1.860,574,NA,NA,NA,NA
34176,1.082,High Fat Diet,477.3937,5.947,NA,NA,NA,NA,NA
27320,1.082,Regular chow,347.2336,4.595,NA,NA,NA,NA,NA
10490,1.081,High Fat Diet,229.6295,1.698,NA,NA,NA,NA,NA
22016,1.081,High Fat Diet,406.2691,3.428,NA,NA,NA,NA,NA
35363,1.081,Regular chow,558.4887,6.321,NA,NA,NA,NA,NA
30854,1.080,Regular chow,469.2927,5.344,NA,NA,NA,NA,NA
9158,1.080,Regular chow,294.1925,1.534,NA,NA,NA,NA,NA
27538,1.080,Regular chow,575.2480,4.653,NA,NA,NA,NA,NA
27554,1.079,Regular chow,469.3319,4.629,NA,NA,NA,NA,NA
24760,1.079,High Fat Diet,386.2907,4.010,NA,NA,NA,NA,NA
24464,1.079,Regular chow,265.1799,3.948,NA,NA,NA,NA,NA
2113,1.078,Regular chow,227.1393,0.325,NA,NA,NA,NA,NA
26245,1.078,Regular chow,364.3065,4.332,94,NA,NA,NA,NA
20113,1.078,Regular chow,635.8211,3.039,NA,CCMSLIB00010220269,Candidate Trihydroxylated bile acid (delta mass 226.5242),M+H,NA
13967,1.078,Regular chow,94.0452,2.117,38,NA,NA,NA,NA
29107,1.077,High Fat Diet,551.3605,4.965,NA,NA,NA,NA,NA
17628,1.077,Regular chow,325.1523,2.639,NA,NA,NA,NA,NA
27502,1.077,Regular chow,368.2800,4.653,NA,NA,NA,NA,NA
6148,1.077,Regular chow,226.1076,0.938,NA,NA,NA,NA,NA
11038,1.077,Regular chow,251.1741,1.639,NA,NA,NA,NA,NA
34714,1.077,Regular chow,688.5393,6.116,NA,NA,NA,NA,NA
20663,1.076,High Fat Diet,339.2168,3.150,NA,NA,NA,NA,NA
21769,1.075,Regular chow,492.2112,3.368,NA,NA,NA,NA,NA
24827,1.075,High Fat Diet,529.2969,4.021,NA,NA,NA,NA,NA
5179,1.074,Regular chow,302.2088,0.852,NA,NA,NA,NA,NA
3010,1.074,Regular chow,294.1446,0.475,NA,NA,NA,NA,NA
25722,1.074,High Fat Diet,476.3028,4.220,NA,NA,NA,NA,NA
14176,1.073,Regular chow,437.2384,2.129,157,NA,NA,NA,NA
18349,1.073,High Fat Diet,273.0762,2.751,NA,NA,NA,NA,NA
13407,1.073,Regular chow,378.1687,1.946,NA,NA,NA,NA,NA
21316,1.072,High Fat Diet,285.1851,3.301,NA,NA,NA,NA,NA
2169,1.072,Regular chow,238.6396,0.353,NA,NA,NA,NA,NA
33278,1.071,Regular chow,625.5048,5.739,252,NA,NA,NA,NA
23620,1.071,High Fat Diet,435.3475,3.764,NA,NA,NA,NA,NA
26331,1.071,High Fat Diet,315.1959,4.303,NA,NA,NA,NA,NA
22470,1.071,High Fat Diet,405.2389,3.501,NA,NA,NA,NA,NA
27184,1.071,Regular chow,378.3119,4.562,NA,NA,NA,NA,NA
21165,1.070,High Fat Diet,625.3587,3.225,NA,NA,NA,NA,NA
9215,1.070,Regular chow,316.1874,1.518,NA,NA,NA,NA,NA
6959,1.070,High Fat Diet,312.1548,1.159,NA,NA,NA,NA,NA
29375,1.070,Regular chow,365.2299,5.058,820,NA,NA,NA,NA
2496,1.070,High Fat Diet,275.0756,0.409,NA,NA,NA,NA,NA
23486,1.070,High Fat Diet,402.2852,3.702,NA,NA,NA,NA,NA
20448,1.069,Regular chow,411.1926,3.112,NA,NA,NA,NA,NA
15784,1.068,Regular chow,490.2656,2.344,NA,NA,NA,NA,NA
7861,1.068,Regular chow,352.1866,1.362,NA,NA,NA,NA,NA
6956,1.067,Regular chow,253.1531,1.176,156,NA,NA,NA,NA
8416,1.067,Regular chow,284.8282,1.358,NA,NA,NA,NA,NA
6720,1.066,Regular chow,368.1821,1.237,NA,NA,NA,NA,NA
8439,1.066,Regular chow,295.1817,1.505,NA,NA,NA,NA,NA
27817,1.066,High Fat Diet,379.1238,4.709,NA,NA,NA,NA,NA
32321,1.065,High Fat Diet,605.4406,5.529,NA,NA,NA,NA,NA
11339,1.065,High Fat Diet,184.6190,1.656,NA,NA,NA,NA,NA
34749,1.065,High Fat Diet,720.5543,6.074,NA,CCMSLIB00010084736,PC(15:0/16:0); [M+H]+ C39H79N1O8P1,M+H,NA
10159,1.065,Regular chow,387.6808,1.659,719,NA,NA,NA,NA
20339,1.065,Regular chow,383.2058,3.038,NA,NA,NA,NA,NA
22983,1.064,High Fat Diet,384.2752,3.613,NA,NA,NA,NA,NA
33839,1.064,High Fat Diet,689.5368,5.844,NA,CCMSLIB00010219625,"""Candidate Trihydroxylated bile acid (delta mass 280.2517; sirius atomic difference: 18C, 32H, 2O; buddy atomic difference: 18C, 32H, 2O)""",M+H,Trihydroxylated bile acid_ncgc00380376-01 [M-3H2O+H]+
7533,1.064,Regular chow,280.1768,1.358,NA,NA,NA,NA,NA
5311,1.064,Regular chow,347.1930,0.785,NA,NA,NA,NA,NA
25276,1.063,Regular chow,350.2490,4.117,NA,NA,NA,NA,NA
32206,1.063,High Fat Diet,418.3066,5.593,29,NA,NA,NA,NA
36167,1.063,Regular chow,568.4941,6.595,356,NA,NA,NA,NA
3374,1.062,Regular chow,256.1180,0.548,NA,NA,NA,NA,NA
10539,1.062,High Fat Diet,203.0923,1.670,90,NA,NA,NA,NA
23500,1.062,High Fat Diet,365.1958,3.683,NA,NA,NA,NA,NA
24770,1.062,Regular chow,304.2487,4.004,201,NA,NA,NA,NA
10713,1.062,Regular chow,493.2371,1.688,751,NA,NA,NA,NA
22020,1.061,Regular chow,409.2209,3.395,NA,NA,NA,NA,NA
29159,1.061,High Fat Diet,416.3384,5.023,NA,NA,NA,NA,NA
36785,1.061,Regular chow,508.4745,6.787,NA,NA,NA,NA,NA
6735,1.061,Regular chow,287.6844,1.123,NA,NA,NA,NA,NA
14716,1.060,Regular chow,262.1653,2.201,136,NA,NA,NA,NA
9642,1.060,Regular chow,278.1847,1.607,93,NA,NA,NA,NA
14709,1.060,Regular chow,645.3834,2.209,670,NA,NA,NA,NA
15164,1.060,Regular chow,207.1022,2.271,670,NA,NA,NA,NA
21035,1.060,Regular chow,324.1417,3.245,NA,NA,NA,NA,NA
10164,1.060,High Fat Diet,222.6631,1.513,NA,NA,NA,NA,NA
9932,1.059,Regular chow,460.2774,1.636,588,NA,NA,NA,NA
24829,1.059,High Fat Diet,306.1777,3.914,NA,NA,NA,NA,NA
14750,1.059,Regular chow,407.2641,2.218,NA,NA,NA,NA,NA
25338,1.059,High Fat Diet,587.3732,4.133,421,NA,NA,NA,NA
25442,1.059,High Fat Diet,959.5218,4.161,NA,CCMSLIB00005742519,Massbank:PR304301 Soyasaponin Ba,M+H,NA
20353,1.059,Regular chow,561.3561,3.102,NA,NA,NA,NA,NA
34417,1.058,Regular chow,756.6343,6.010,NA,NA,NA,NA,NA
36822,1.058,High Fat Diet,762.6083,6.819,NA,NA,NA,NA,NA
5766,1.058,Regular chow,366.1665,0.927,NA,NA,NA,NA,NA
35637,1.058,Regular chow,781.5836,6.424,NA,NA,NA,NA,NA
18351,1.058,High Fat Diet,669.8685,2.718,NA,NA,NA,NA,NA
22882,1.058,Regular chow,494.3125,3.572,NA,NA,NA,NA,NA
32668,1.058,High Fat Diet,501.2985,5.632,NA,NA,NA,NA,NA
7647,1.058,High Fat Diet,451.2457,1.279,NA,NA,NA,NA,NA
13616,1.058,High Fat Diet,439.7358,2.048,NA,NA,NA,NA,NA
34135,1.057,Regular chow,568.4276,5.937,400,CCMSLIB00010221849,"""Candidate Dihydroxylated bile acid (delta mass 175.1277; sirius atomic difference: 3C, 13H, 9N; buddy atomic difference: 14C, 13H, 3N, -3O)""",M+H,NA
25488,1.057,Regular chow,501.3209,4.162,NA,NA,NA,NA,NA
9236,1.057,Regular chow,295.1291,1.517,NA,CCMSLIB00003139467,Spectral Match to Glu Phe from METLIN,M+H,NA
27015,1.057,Regular chow,333.2058,4.465,NA,NA,NA,NA,NA
19246,1.056,High Fat Diet,623.3618,2.878,NA,NA,NA,NA,NA
28836,1.056,Regular chow,376.3075,4.956,NA,CCMSLIB00010243352,"""Candidate Dihydroxylated bile acid (delta mass -16.9939; buddy atomic difference: -4C, 1H, 1N, 1O)""",M+H,NA
11204,1.055,Regular chow,290.1609,1.723,597,NA,NA,NA,NA
5077,1.055,Regular chow,344.1823,0.812,NA,NA,NA,NA,NA
8254,1.055,Regular chow,430.3028,1.451,NA,NA,NA,NA,NA
11430,1.055,High Fat Diet,464.7639,1.869,NA,NA,NA,NA,NA
16109,1.055,Regular chow,576.3496,2.397,NA,NA,NA,NA,NA
32417,1.055,Regular chow,585.4164,5.644,558,NA,NA,NA,NA
9025,1.054,Regular chow,296.1481,1.514,118,NA,NA,NA,NA
16427,1.054,High Fat Diet,522.2573,2.439,NA,NA,NA,NA,NA
23489,1.054,High Fat Diet,623.3072,3.692,NA,NA,NA,NA,NA
29733,1.054,High Fat Diet,368.1883,5.138,NA,NA,NA,NA,NA
10694,1.053,High Fat Diet,588.8104,1.660,NA,NA,NA,NA,NA
1606,1.053,Regular chow,198.0975,0.280,NA,NA,NA,NA,NA
6208,1.053,Regular chow,410.1925,1.049,NA,NA,NA,NA,NA
12268,1.052,Regular chow,147.1133,1.901,597,NA,NA,NA,NA
24208,1.052,High Fat Diet,593.3335,3.849,NA,NA,NA,NA,NA
19106,1.052,High Fat Diet,855.4222,2.877,NA,NA,NA,NA,NA
16447,1.051,Regular chow,493.3027,2.509,NA,NA,NA,NA,NA
5876,1.051,Regular chow,250.1375,0.981,NA,NA,NA,NA,NA
32528,1.051,High Fat Diet,376.2487,5.617,128,NA,NA,NA,NA
28224,1.051,High Fat Diet,309.2063,4.805,NA,NA,NA,NA,NA
27661,1.051,High Fat Diet,394.2946,4.721,NA,NA,NA,NA,NA
19475,1.051,High Fat Diet,341.1474,2.931,NA,NA,NA,NA,NA
7538,1.050,Regular chow,273.1689,1.328,NA,NA,NA,NA,NA
17819,1.050,High Fat Diet,491.2913,2.659,NA,NA,NA,NA,NA
10701,1.049,Regular chow,317.8509,1.723,246,NA,NA,NA,NA
10454,1.049,High Fat Diet,352.2045,1.609,NA,NA,NA,NA,NA
10564,1.048,High Fat Diet,167.0706,1.672,90,NA,NA,NA,NA
9162,1.048,High Fat Diet,412.7362,1.532,NA,NA,NA,NA,NA
20760,1.047,Regular chow,468.3070,3.104,NA,CCMSLIB00010011040,His-C22:5,M+H,NA
24732,1.046,High Fat Diet,901.1369,4.016,NA,NA,NA,NA,NA
10681,1.046,High Fat Diet,265.6686,1.698,NA,NA,NA,NA,NA
21895,1.046,High Fat Diet,708.3760,3.359,NA,NA,NA,NA,NA
1600,1.046,Regular chow,274.0692,0.293,140,NA,NA,NA,NA
23429,1.046,Regular chow,520.2730,3.657,NA,NA,NA,NA,NA
10755,1.045,Regular chow,344.1824,1.555,NA,NA,NA,NA,NA
36317,1.045,Regular chow,456.3477,6.641,14,NA,NA,NA,NA
8953,1.045,Regular chow,268.6581,1.477,NA,NA,NA,NA,NA
27317,1.045,High Fat Diet,320.2796,4.591,354,NA,NA,NA,NA
24995,1.045,Regular chow,439.3573,4.058,70,NA,NA,NA,NA
1230,1.045,Regular chow,176.1227,0.257,NA,CCMSLIB00005885082,Citruline - 50.00 eV,M+H,NA
2414,1.045,Regular chow,194.1402,0.402,NA,CCMSLIB00003136676,Spectral Match to Val-Ile-Arg from NIST14,M+2H,NA
29899,1.045,Regular chow,339.2527,5.155,424,NA,NA,NA,NA
9683,1.044,Regular chow,345.2140,1.675,588,NA,NA,NA,NA
20835,1.044,High Fat Diet,739.0566,3.183,NA,NA,NA,NA,NA
15091,1.044,High Fat Diet,339.1922,2.249,NA,NA,NA,NA,NA
12372,1.044,Regular chow,445.2398,1.864,NA,NA,NA,NA,NA
17552,1.044,Regular chow,464.1168,2.634,163,NA,NA,NA,NA
17018,1.044,Regular chow,405.2146,2.528,NA,NA,NA,NA,NA
31823,1.044,Regular chow,293.2114,5.478,NA,NA,NA,NA,NA
10026,1.044,Regular chow,328.2239,1.673,NA,NA,NA,NA,NA
27334,1.043,Regular chow,369.2622,4.598,133,NA,NA,NA,NA
12658,1.043,Regular chow,394.2343,1.921,597,NA,NA,NA,NA
3785,1.043,Regular chow,191.6267,0.529,NA,NA,NA,NA,NA
9009,1.043,Regular chow,352.1511,1.488,NA,NA,NA,NA,NA
1030,1.042,High Fat Diet,169.9862,0.242,188,NA,NA,NA,NA
14242,1.042,High Fat Diet,354.7301,2.162,NA,NA,NA,NA,NA
17578,1.042,High Fat Diet,518.2636,2.611,NA,NA,NA,NA,NA
9225,1.042,High Fat Diet,534.2991,1.512,NA,NA,NA,NA,NA
27503,1.042,Regular chow,349.2739,4.636,NA,NA,NA,NA,NA
4368,1.041,Regular chow,251.6656,0.555,NA,NA,NA,NA,NA
12631,1.041,Regular chow,522.2598,1.961,NA,NA,NA,NA,NA
30711,1.041,High Fat Diet,395.3293,5.319,NA,CCMSLIB00011436106,Ornithine-C18:2,M+H,NA
6607,1.041,Regular chow,320.1636,1.119,NA,NA,NA,NA,NA
24279,1.041,High Fat Diet,889.4586,3.938,NA,NA,NA,NA,NA
33487,1.041,High Fat Diet,356.2800,5.771,128,CCMSLIB00010248545,"""Candidate Dihydroxylated bile acid (delta mass -37.0199; sirius atomic difference: -4C, -3H, 1N; buddy atomic difference: -4C, -3H, 1N)""",M+H,NA
26292,1.040,Regular chow,797.4696,4.343,NA,NA,NA,NA,NA
32703,1.040,High Fat Diet,480.3132,5.584,NA,NA,NA,NA,NA
1344,1.040,Regular chow,100.0245,0.269,332,NA,NA,NA,NA
2807,1.039,Regular chow,266.1485,0.440,NA,NA,NA,NA,NA
36922,1.039,Regular chow,426.3748,6.833,777,NA,NA,NA,NA
25654,1.039,High Fat Diet,493.2456,4.134,NA,NA,NA,NA,NA
12927,1.039,High Fat Diet,327.1733,1.939,NA,NA,NA,NA,NA
18367,1.039,High Fat Diet,537.2932,2.686,NA,NA,NA,NA,NA
15768,1.038,High Fat Diet,215.1283,2.403,NA,CCMSLIB00000848431,NCGC00168824-02!(E)-undec-2-enedioic acid,M+H,NA
23088,1.038,Regular chow,392.2288,3.637,NA,NA,NA,NA,NA
6210,1.038,Regular chow,337.1986,1.033,NA,NA,NA,NA,NA
6085,1.038,Regular chow,258.6606,1.024,NA,NA,NA,NA,NA
26329,1.038,High Fat Diet,481.3892,4.403,NA,CCMSLIB00010225403,"""Candidate Trihydroxylated bile acid (delta mass 72.0939; buddy atomic difference: 5C, 12H)""",M+H,NA
23831,1.037,High Fat Diet,631.3099,3.819,NA,NA,NA,NA,NA
5218,1.037,Regular chow,279.1562,0.882,NA,NA,NA,NA,NA
9160,1.037,Regular chow,413.8708,1.557,NA,NA,NA,NA,NA
9021,1.037,High Fat Diet,403.1982,1.604,NA,NA,NA,NA,NA
7860,1.037,High Fat Diet,354.1719,1.403,NA,NA,NA,NA,NA
29912,1.037,Regular chow,559.4573,5.190,NA,NA,NA,NA,NA
17503,1.036,Regular chow,770.6717,2.616,NA,NA,NA,NA,NA
37021,1.036,High Fat Diet,778.9175,6.963,NA,NA,NA,NA,NA
20464,1.036,High Fat Diet,693.3998,3.098,NA,NA,NA,NA,NA
3948,1.036,Regular chow,270.1814,0.622,NA,NA,NA,NA,NA
25547,1.036,High Fat Diet,368.2799,4.165,NA,NA,NA,NA,NA
23509,1.036,High Fat Diet,265.1516,3.814,NA,NA,NA,NA,NA
15202,1.036,High Fat Diet,354.7302,2.215,NA,NA,NA,NA,NA
19434,1.034,High Fat Diet,816.4521,2.916,595,NA,NA,NA,NA
34471,1.034,Regular chow,345.3367,6.015,NA,CCMSLIB00003139861,Spectral Match to Batyl alcohol from NIST14,M+H,NA
27130,1.034,Regular chow,598.3376,4.551,NA,NA,NA,NA,NA
23593,1.034,High Fat Diet,315.1956,3.822,NA,NA,NA,NA,NA
22063,1.033,High Fat Diet,755.8856,3.425,NA,NA,NA,NA,NA
1870,1.033,High Fat Diet,136.0624,0.310,NA,NA,NA,NA,NA
21475,1.033,Regular chow,463.2077,3.298,NA,CCMSLIB00010228861,"""Candidate Trihydroxylated bile acid (delta mass 53.9134; sirius atomic difference: 4C, -10H, 1O)""",M+H,NA
5584,1.033,Regular chow,221.6428,0.810,NA,NA,NA,NA,NA
32354,1.033,Regular chow,438.3557,5.591,NA,NA,NA,NA,NA
1377,1.033,High Fat Diet,126.0224,0.270,NA,NA,NA,NA,NA
17281,1.033,High Fat Diet,352.2224,2.626,NA,NA,NA,NA,NA
24871,1.032,High Fat Diet,213.0916,4.031,NA,NA,NA,NA,NA
29950,1.032,Regular chow,485.3277,5.229,NA,NA,NA,NA,NA
